id_node1,id_node2,distance_km,time_h
242ba064ff,57a6ee8a8a,117.45800901567871,1.3050889890630968
242ba064ff,ce00146abe,208.0273564658953,2.3114150718432813
242ba064ff,eb5f666107,169.39594333233796,1.8821771481370886
242ba064ff,5d59ca0ecf,343.72744242406776,3.819193804711864
242ba064ff,517e178776,79.93799076620087,0.8881998974022319
242ba064ff,d7c287434c,174.07867741375708,1.9342075268195231
242ba064ff,d96a47311f,44.247456842326194,0.49163840935917996
242ba064ff,cab4ef8e0d,94.56922590334415,1.0507691767038239
242ba064ff,e62c5064c7,478.977868965129,5.321976321834767
242ba064ff,873ab7f908,144.57437769200814,1.606381974355646
242ba064ff,1d0680b872,135.28863804533256,1.503207089392584
242ba064ff,0964b90be1,48.10750778111779,0.534527864234642
242ba064ff,2f65bb04c0,93.94024428831979,1.043780492092442
242ba064ff,31b5d750e6,159.3203191954437,1.7702257688382632
242ba064ff,4e7524f094,139.85160333911614,1.553906703767957
242ba064ff,790b874881,97.84238229378286,1.0871375810420318
242ba064ff,be72307682,160.34269745053922,1.7815855272282135
242ba064ff,51a2befb22,169.9648888524933,1.8884987650277032
242ba064ff,57e0cc21f4,31.941452453140908,0.3549050272571212
242ba064ff,5bf6600052,109.87843299103065,1.2208714776781184
242ba064ff,53814dfc7e,29.80664972718328,0.3311849969687031
242ba064ff,666040d70a,170.77050631155663,1.897450070128407
242ba064ff,d42c8c8ab5,30.879777596422688,0.3431086399602521
242ba064ff,852d8f4ab7,119.67068735411517,1.329674303934613
242ba064ff,36cc71a6f9,448.72755625681316,4.985861736186813
242ba064ff,6d1d824969,113.36875705268525,1.2596528561409472
242ba064ff,726b472fbc,66.43580423184935,0.7381756025761038
242ba064ff,c3ecf715c9,68.2642591138669,0.7584917679318545
242ba064ff,9ec4fbb0ad,131.18231019640368,1.4575812244044852
242ba064ff,c112656d80,237.77220418394748,2.6419133798216388
242ba064ff,14cd6c7320,177.05397531447736,1.9672663923830818
242ba064ff,8884d89e82,87.00819830701532,0.9667577589668369
242ba064ff,34f4a6a202,304.33884625524985,3.381542736169443
242ba064ff,7761b2e297,223.90424052789106,2.487824894754345
242ba064ff,b335c7258a,349.4272055530471,3.882524506144968
242ba064ff,1efebf584e,24.221530272399352,0.2691281141377706
242ba064ff,5bbf22ae4e,162.04352999150294,1.8004836665722548
242ba064ff,7b5076231e,197.01417025699806,2.1890463361888672
242ba064ff,879c20b96b,167.66996075160833,1.8629995639067591
