id_node1,id_node2,distance_km,time_h
a6fd751fe9,2564412b8f,117.08340831996972,1.3009267591107747
a6fd751fe9,d9b1bf95e4,462.835734413184,5.1426192712576
a6fd751fe9,848e63cb28,104.02333943081057,1.1558148825645618
a6fd751fe9,5dd85f8e6a,2063.4311495195234,22.92701277243915
a6fd751fe9,6402422335,174.20781283146206,1.9356423647940229
a6fd751fe9,b9aad8372d,144.63423318973415,1.6070470354414905
a6fd751fe9,c008c057ed,224.81664415974967,2.4979627128861073
a6fd751fe9,95082386e2,224.19161941869146,2.4910179935410164
a6fd751fe9,ed02bf352c,162.76239189668945,1.8084710210743273
a6fd751fe9,cd1422ca19,249.04754911496346,2.7671949901662605
a6fd751fe9,e41909fd82,216.58629981798893,2.4065144424220994
a6fd751fe9,005141b844,70.02476571606532,0.7780529524007258
a6fd751fe9,49a6fe0fc7,342.8908001080149,3.8098977789779434
a6fd751fe9,346f4572dd,103.94825048319137,1.1549805609243486
a6fd751fe9,aadd50e099,255.22159385877362,2.835795487319707
a6fd751fe9,6cf3b39ac6,179.7540705595004,1.9972674506611157
a6fd751fe9,234ac45c54,69.90874227720971,0.776763803080108
a6fd751fe9,e3125ea691,51.685190115376926,0.5742798901708548
a6fd751fe9,50eba3b5e2,15.471049311851381,0.1719005479094598
a6fd751fe9,5f5c0209bb,74.40452833795267,0.8267169815328075
a6fd751fe9,c2bdcbf1e6,123.8189240855543,1.3757658231728256
a6fd751fe9,42ff9f0471,195.3899970313205,2.170999967014672
a6fd751fe9,3821e42e30,119.98044164226704,1.3331160182474115
a6fd751fe9,5ce079596e,201.6597832769376,2.24066425863264
a6fd751fe9,7c7c461a2c,196.62756437355736,2.1847507152617487
a6fd751fe9,3a0c8b81c5,199.81970505851928,2.2202189450946586
a6fd751fe9,9427f1d332,116.69763554572609,1.296640394952512
a6fd751fe9,759ab81d90,177.0047039574052,1.9667189328600578
a6fd751fe9,b589ec1523,388.2542147903103,4.313935719892337
a6fd751fe9,71d038e16f,242.36130432040582,2.6929033813378425
a6fd751fe9,1cebeaa211,182.770071390956,2.030778571010622
a6fd751fe9,590999acbe,714.2547468163401,7.93616385351489
a6fd751fe9,78e967fa70,272.13360727196925,3.023706747466325
a6fd751fe9,e79898ae7c,87.25098594862251,0.969455399429139
a6fd751fe9,95e6949dee,365.16998602259093,4.057444289139899
a6fd751fe9,8e4c430aea,90.8398563568902,1.00933173729878
a6fd751fe9,d617085ab1,639.097058986753,7.101078433186145
a6fd751fe9,5960156fbf,34.61425342153007,0.38460281579477856
a6fd751fe9,f2684ab93d,111.0470407371883,1.233856008190981
