id_node1,id_node2,distance_km,time_h
d25d82fddd,18f2991dd2,2190.65,24.34
d25d82fddd,acfe01d5e7,1988.02,22.09
d25d82fddd,9bef564262,1709.69,19.0
d25d82fddd,74c123185f,2092.29,23.25
d25d82fddd,846cf2e480,2060.93,22.9
d25d82fddd,36bedd0ef0,1636.6,18.18
d25d82fddd,8841aea1bd,2239.42,24.88
d25d82fddd,e55c73b893,2027.22,22.52
d25d82fddd,3ec1090115,1591.58,17.68
d25d82fddd,0006ef2978,1993.98,22.16
d25d82fddd,061d60c000,2018.14,22.42
d25d82fddd,76fe43c036,2013.43,22.37
d25d82fddd,d90b3a9685,2044.4,22.72
d25d82fddd,0d7cd9c417,1888.89,20.99
d25d82fddd,83a43c612b,2119.88,23.55
d25d82fddd,e69f0b8fe6,2106.14,23.4
d25d82fddd,61a782fe9e,1987.4,22.08
d25d82fddd,f51d5b83de,1863.53,20.71
d25d82fddd,bd0631981a,1679.25,18.66
d25d82fddd,bd0d51945d,2049.2,22.77
d25d82fddd,d0a298c1ca,2023.19,22.48
d25d82fddd,a43a3dfe6b,1860.68,20.67
d25d82fddd,f89d2d069f,2164.72,24.05
d25d82fddd,ba744e4ccd,2105.9,23.4
d25d82fddd,0836588c90,2234.71,24.83
d25d82fddd,d83aee5461,1722.62,19.14
d25d82fddd,13af5f0b62,2294.05,25.49
d25d82fddd,27a3622b33,2040.45,22.67
d25d82fddd,164ad58858,2225.51,24.73
d25d82fddd,dd0b23f486,1910.52,21.23
d25d82fddd,b268eccc2e,2045.11,22.72
d25d82fddd,c31b25537f,2120.51,23.56
d25d82fddd,cb9f3fe19d,1935.76,21.51
d25d82fddd,7a4124b685,2123.15,23.59
d25d82fddd,6a74eaf5ca,1951.09,21.68
d25d82fddd,4c6c43cee5,1475.1,16.39
d25d82fddd,a34630deee,2036.61,22.63
d25d82fddd,ba003048e8,1892.23,21.02
d25d82fddd,f4e70c8e0a,2125.49,23.62
d25d82fddd,ee0434766a,2158.89,23.99
d25d82fddd,1eea7b8045,2208.19,24.54
d25d82fddd,0529d01b37,2011.81,22.35
d25d82fddd,37fd2072f0,2055.73,22.84
d25d82fddd,62ebfbbb84,2074.45,23.05
d25d82fddd,80970b9691,2006.88,22.3
d25d82fddd,a28f8ae066,1904.84,21.16
d25d82fddd,922c6c5ef3,2199.96,24.44
d25d82fddd,b00c419c25,2096.54,23.29
d25d82fddd,424487056d,2008.09,22.31
d25d82fddd,3c96fc947f,2054.06,22.82
d25d82fddd,7dddc644e9,1366.07,15.18
d25d82fddd,281490894e,1740.27,19.34
d25d82fddd,7bf43bceb8,2012.54,22.36
d25d82fddd,74e1ed67d0,2113.55,23.48
d25d82fddd,edd8009eca,2192.48,24.36
d25d82fddd,12b0b1a628,1958.95,21.77
d25d82fddd,d0125b298d,1948.33,21.65
d25d82fddd,60c6c43768,1978.25,21.98
d25d82fddd,3d907cf790,2091.25,23.24
d25d82fddd,e670a8a9d4,1551.68,17.24
d25d82fddd,a3b09374ca,2024.47,22.49
d25d82fddd,b6dce97688,159.27,1.77
d25d82fddd,0fdecd5432,2117.3,23.53
d25d82fddd,ff39ac6cd5,1872.21,20.8
d25d82fddd,ddb5fdc991,1980.31,22.0
d25d82fddd,d7f1b6856c,1945.36,21.62
d25d82fddd,db6c6815b7,1963.49,21.82
d25d82fddd,2e6a884ef6,2071.38,23.02
d25d82fddd,12384e93b5,2242.08,24.91
d25d82fddd,586fa13d50,2059.73,22.89
d25d82fddd,e31fdcab4d,1992.16,22.14
d25d82fddd,0efb9deb16,2004.04,22.27
d25d82fddd,1f6b6dee21,2027.21,22.52
d25d82fddd,41ef9fd543,1987.83,22.09
d25d82fddd,2ead0b9159,2093.72,23.26
d25d82fddd,2564412b8f,2200.91,24.45
d25d82fddd,d9b1bf95e4,1658.12,18.42
d25d82fddd,848e63cb28,2061.41,22.9
d25d82fddd,5dd85f8e6a,59.87,0.67
d25d82fddd,6402422335,1990.13,22.11
d25d82fddd,b9aad8372d,2005.79,22.29
d25d82fddd,c008c057ed,1917.75,21.31
d25d82fddd,95082386e2,2110.12,23.45
d25d82fddd,ed02bf352c,2098.54,23.32
d25d82fddd,cd1422ca19,1960.35,21.78
d25d82fddd,e41909fd82,1896.92,21.08
d25d82fddd,005141b844,2038.1,22.65
d25d82fddd,49a6fe0fc7,1888.36,20.98
d25d82fddd,346f4572dd,2104.89,23.39
d25d82fddd,aadd50e099,1856.73,20.63
d25d82fddd,6cf3b39ac6,2035.66,22.62
d25d82fddd,234ac45c54,2147.79,23.86
d25d82fddd,e3125ea691,2098.08,23.31
d25d82fddd,50eba3b5e2,2103.57,23.37
d25d82fddd,5f5c0209bb,2140.21,23.78
d25d82fddd,c2bdcbf1e6,2146.68,23.85
d25d82fddd,42ff9f0471,1988.55,22.09
d25d82fddd,3821e42e30,2007.58,22.31
d25d82fddd,5ce079596e,1937.77,21.53
d25d82fddd,7c7c461a2c,1920.16,21.34
d25d82fddd,3a0c8b81c5,1976.97,21.97
d25d82fddd,9427f1d332,2105.26,23.39
d25d82fddd,759ab81d90,2001.73,22.24
d25d82fddd,b589ec1523,2056.17,22.85
d25d82fddd,71d038e16f,1880.73,20.9
d25d82fddd,1cebeaa211,2201.58,24.46
d25d82fddd,590999acbe,1386.44,15.4
d25d82fddd,78e967fa70,1843.77,20.49
d25d82fddd,e79898ae7c,2167.3,24.08
d25d82fddd,95e6949dee,1922.97,21.37
d25d82fddd,8e4c430aea,2013.87,22.38
d25d82fddd,d617085ab1,1812.83,20.14
d25d82fddd,5960156fbf,2134.83,23.72
d25d82fddd,f2684ab93d,2014.45,22.38
d25d82fddd,e639973562,2116.71,23.52
d25d82fddd,afe899e53c,2203.88,24.49
d25d82fddd,8a629a2faf,2062.03,22.91
d25d82fddd,f555606743,1968.08,21.87
d25d82fddd,7cf439946f,1933.21,21.48
d25d82fddd,2647a93e20,2165.82,24.06
d25d82fddd,415553669e,2125.82,23.62
d25d82fddd,ca6be55f56,2085.2,23.17
d25d82fddd,78bfc9430a,2105.4,23.39
d25d82fddd,27b24c9df5,2092.4,23.25
d25d82fddd,79fa107203,2139.16,23.77
d25d82fddd,981f604d5a,1933.19,21.48
d25d82fddd,efbcc0b9a0,2023.6,22.48
d25d82fddd,2fac506b51,2303.69,25.6
d25d82fddd,d0be6fa4fa,2234.07,24.82
d25d82fddd,842b603099,2128.76,23.65
d25d82fddd,b239d81b8f,1999.97,22.22
d25d82fddd,804e0ad062,1999.49,22.22
d25d82fddd,7ce0c227c6,1916.8,21.3
d25d82fddd,04964861f5,2002.95,22.26
d25d82fddd,89890345fa,1995.6,22.17
d25d82fddd,b1ce30e917,2071.74,23.02
d25d82fddd,1d2f5b1f88,2175.34,24.17
d25d82fddd,bab5bfe703,2124.16,23.6
d25d82fddd,a414d2ed32,1887.79,20.98
d25d82fddd,b690a2ff75,1976.82,21.96
d25d82fddd,726881ca61,2208.9,24.54
d25d82fddd,6d5a036687,2269.97,25.22
d25d82fddd,14e455cf83,2135.71,23.73
d25d82fddd,78f9d4c5d1,2034.98,22.61
d25d82fddd,cfdcacd037,2316.52,25.74
d25d82fddd,60aefb3512,2126.41,23.63
d25d82fddd,34ad001b2f,2234.09,24.82
d25d82fddd,b3cfda26af,2050.21,22.78
d25d82fddd,1272cc6601,2026.61,22.52
d25d82fddd,9f242fa503,2035.87,22.62
d25d82fddd,5d01947735,2061.2,22.9
d25d82fddd,1aed189151,2147.48,23.86
d25d82fddd,1ea179db6e,2122.55,23.58
d25d82fddd,69dfc2f4c6,2042.36,22.69
d25d82fddd,b204986e97,2254.34,25.05
d25d82fddd,449532c12a,2207.12,24.52
d25d82fddd,b1dbe52773,2094.01,23.27
d25d82fddd,5aa18783d9,2248.83,24.99
d25d82fddd,d7a7f5f186,2027.22,22.52
d25d82fddd,a4b4269028,2063.23,22.92
d25d82fddd,4f29488858,1850.77,20.56
d25d82fddd,dc68d61efe,1958.33,21.76
d25d82fddd,ab3aa544bb,1834.53,20.38
d25d82fddd,cdb82c173e,1617.59,17.97
d25d82fddd,1afc5769de,2004.02,22.27
d25d82fddd,aace534141,2016.65,22.41
d25d82fddd,ba22951abf,2078.42,23.09
d25d82fddd,76842b6054,1963.18,21.81
d25d82fddd,96938eb81c,1983.04,22.03
d25d82fddd,a65fbc4ab8,1739.31,19.33
d25d82fddd,7f694862c1,2159.08,23.99
d25d82fddd,c07d769be6,2011.95,22.36
d25d82fddd,e543fa995c,2031.21,22.57
d25d82fddd,8a1bb7feec,2068.23,22.98
d25d82fddd,d58d68833e,2055.77,22.84
d25d82fddd,d8cc4bb419,2074.9,23.05
d25d82fddd,299e7a18cb,1974.48,21.94
d25d82fddd,49b4f34ea9,2051.17,22.79
d25d82fddd,a3a9e10564,2115.98,23.51
d25d82fddd,63c4c4f3d9,2093.22,23.26
d25d82fddd,af421d3b60,2000.95,22.23
d25d82fddd,8306cc8e30,1966.0,21.84
d25d82fddd,598f6b1ff7,1970.73,21.9
d25d82fddd,abce769cab,2103.5,23.37
d25d82fddd,98754995a6,1661.35,18.46
d25d82fddd,33e177c42e,2008.93,22.32
d25d82fddd,ad71836e91,2178.5,24.21
d25d82fddd,a6c2fe526b,2139.82,23.78
d25d82fddd,1dfb6be4dc,2140.06,23.78
d25d82fddd,a43706005a,1935.04,21.5
d25d82fddd,b0ab1673fb,2125.14,23.61
d25d82fddd,b82e1d1c74,1973.69,21.93
d25d82fddd,b2de859bf8,2165.19,24.06
d25d82fddd,f183432985,1809.37,20.1
d25d82fddd,c6f610746c,1989.19,22.1
d25d82fddd,167d5c6c7b,2045.36,22.73
d25d82fddd,85c935495a,2249.63,25.0
d25d82fddd,6d722d410f,1746.97,19.41
d25d82fddd,5f0ac761d4,1444.8,16.05
d25d82fddd,cfdd95192d,1905.96,21.18
d25d82fddd,79ada411eb,2240.07,24.89
d25d82fddd,9f5acb8ed6,1949.36,21.66
d25d82fddd,e86d450d76,1677.23,18.64
d25d82fddd,1a1043fa41,1944.2,21.6
d25d82fddd,3954004707,2068.65,22.98
d25d82fddd,c83d9fa7a3,2016.42,22.4
d25d82fddd,e88a15fc13,1893.15,21.04
d25d82fddd,0ecd8c5a61,2133.86,23.71
d25d82fddd,c23d6b7fb2,2009.72,22.33
d25d82fddd,1abd0377b2,1993.22,22.15
d25d82fddd,86907304fb,2115.16,23.5
d25d82fddd,f15c148a6b,2131.83,23.69
d25d82fddd,d172433026,2168.17,24.09
d25d82fddd,01bb856af9,1999.04,22.21
d25d82fddd,6871679ae5,1950.85,21.68
d25d82fddd,1c365b01df,1934.07,21.49
d25d82fddd,c7a41cfefd,2056.99,22.86
d25d82fddd,bad0c64c7d,2288.52,25.43
d25d82fddd,10c1a3432c,1970.32,21.89
d25d82fddd,17cefebfdc,1274.17,14.16
d25d82fddd,8a766e4a89,2110.26,23.45
d25d82fddd,e5592a2a36,1880.36,20.89
d25d82fddd,7426b293df,2142.6,23.81
