id_node1,id_node2,distance_km,time_h
36cc71a6f9,6a74eaf5ca,580.25,6.45
36cc71a6f9,4c6c43cee5,308.91,3.43
36cc71a6f9,a34630deee,425.54,4.73
36cc71a6f9,ba003048e8,710.21,7.89
36cc71a6f9,f4e70c8e0a,594.88,6.61
36cc71a6f9,ee0434766a,588.21,6.54
36cc71a6f9,1eea7b8045,571.37,6.35
36cc71a6f9,0529d01b37,393.46,4.37
36cc71a6f9,37fd2072f0,529.38,5.88
36cc71a6f9,62ebfbbb84,435.95,4.84
36cc71a6f9,80970b9691,547.31,6.08
36cc71a6f9,a28f8ae066,258.04,2.87
36cc71a6f9,922c6c5ef3,620.18,6.89
36cc71a6f9,b00c419c25,459.33,5.1
36cc71a6f9,424487056d,401.66,4.46
36cc71a6f9,3c96fc947f,448.32,4.98
36cc71a6f9,7dddc644e9,344.77,3.83
36cc71a6f9,281490894e,750.84,8.34
36cc71a6f9,7bf43bceb8,601.43,6.68
36cc71a6f9,74e1ed67d0,586.04,6.51
36cc71a6f9,edd8009eca,565.12,6.28
36cc71a6f9,12b0b1a628,617.68,6.86
36cc71a6f9,d0125b298d,402.3,4.47
36cc71a6f9,60c6c43768,504.32,5.6
36cc71a6f9,3d907cf790,520.65,5.78
36cc71a6f9,e670a8a9d4,278.07,3.09
36cc71a6f9,a3b09374ca,444.48,4.94
36cc71a6f9,b6dce97688,1763.94,19.6
36cc71a6f9,0fdecd5432,555.23,6.17
36cc71a6f9,ff39ac6cd5,409.67,4.55
36cc71a6f9,ddb5fdc991,545.02,6.06
36cc71a6f9,d7f1b6856c,601.81,6.69
36cc71a6f9,db6c6815b7,340.6,3.78
36cc71a6f9,2e6a884ef6,457.87,5.09
36cc71a6f9,12384e93b5,628.71,6.99
36cc71a6f9,586fa13d50,517.44,5.75
36cc71a6f9,e31fdcab4d,441.96,4.91
36cc71a6f9,0efb9deb16,614.38,6.83
36cc71a6f9,1f6b6dee21,417.01,4.63
36cc71a6f9,41ef9fd543,394.71,4.39
36cc71a6f9,2ead0b9159,510.25,5.67
36cc71a6f9,2564412b8f,601.56,6.68
36cc71a6f9,d9b1bf95e4,137.48,1.53
36cc71a6f9,848e63cb28,457.5,5.08
36cc71a6f9,5dd85f8e6a,1606.97,17.86
36cc71a6f9,6402422335,376.32,4.18
36cc71a6f9,b9aad8372d,520.49,5.78
36cc71a6f9,c008c057ed,311.76,3.46
36cc71a6f9,95082386e2,468.35,5.2
36cc71a6f9,ed02bf352c,470.72,5.23
36cc71a6f9,cd1422ca19,324.51,3.61
36cc71a6f9,e41909fd82,323.58,3.6
36cc71a6f9,005141b844,498.77,5.54
36cc71a6f9,49a6fe0fc7,566.15,6.29
36cc71a6f9,346f4572dd,495.42,5.5
36cc71a6f9,aadd50e099,291.05,3.23
36cc71a6f9,6cf3b39ac6,408.39,4.54
36cc71a6f9,234ac45c54,555.26,6.17
36cc71a6f9,e3125ea691,509.53,5.66
36cc71a6f9,50eba3b5e2,545.19,6.06
36cc71a6f9,5f5c0209bb,543.74,6.04
36cc71a6f9,c2bdcbf1e6,531.43,5.9
36cc71a6f9,42ff9f0471,365.64,4.06
36cc71a6f9,3821e42e30,417.18,4.64
36cc71a6f9,5ce079596e,335.06,3.72
36cc71a6f9,7c7c461a2c,340.21,3.78
36cc71a6f9,3a0c8b81c5,355.73,3.95
36cc71a6f9,9427f1d332,491.35,5.46
36cc71a6f9,759ab81d90,382.74,4.25
36cc71a6f9,b589ec1523,409.26,4.55
36cc71a6f9,71d038e16f,294.42,3.27
36cc71a6f9,1cebeaa211,573.96,6.38
36cc71a6f9,590999acbe,368.12,4.09
36cc71a6f9,78e967fa70,272.05,3.02
36cc71a6f9,e79898ae7c,571.58,6.35
36cc71a6f9,95e6949dee,622.82,6.92
36cc71a6f9,8e4c430aea,446.3,4.96
36cc71a6f9,d617085ab1,790.22,8.78
36cc71a6f9,5960156fbf,566.93,6.3
36cc71a6f9,f2684ab93d,502.38,5.58
36cc71a6f9,e639973562,507.39,5.64
36cc71a6f9,afe899e53c,615.71,6.84
36cc71a6f9,8a629a2faf,466.13,5.18
36cc71a6f9,f555606743,378.41,4.2
36cc71a6f9,7cf439946f,342.62,3.81
36cc71a6f9,2647a93e20,555.28,6.17
36cc71a6f9,415553669e,527.27,5.86
36cc71a6f9,ca6be55f56,539.76,6.0
36cc71a6f9,78bfc9430a,469.56,5.22
36cc71a6f9,27b24c9df5,577.34,6.41
36cc71a6f9,79fa107203,590.6,6.56
36cc71a6f9,981f604d5a,359.65,4.0
36cc71a6f9,efbcc0b9a0,471.27,5.24
36cc71a6f9,2fac506b51,698.44,7.76
36cc71a6f9,d0be6fa4fa,595.98,6.62
36cc71a6f9,842b603099,540.99,6.01
36cc71a6f9,b239d81b8f,457.02,5.08
36cc71a6f9,804e0ad062,384.38,4.27
36cc71a6f9,7ce0c227c6,345.88,3.84
36cc71a6f9,04964861f5,384.39,4.27
36cc71a6f9,89890345fa,474.75,5.28
36cc71a6f9,b1ce30e917,494.13,5.49
36cc71a6f9,1d2f5b1f88,596.31,6.63
36cc71a6f9,bab5bfe703,562.45,6.25
36cc71a6f9,a414d2ed32,329.97,3.67
36cc71a6f9,b690a2ff75,384.95,4.28
36cc71a6f9,726881ca61,564.62,6.27
36cc71a6f9,6d5a036687,668.39,7.43
36cc71a6f9,14e455cf83,584.24,6.49
36cc71a6f9,78f9d4c5d1,407.68,4.53
36cc71a6f9,cfdcacd037,708.42,7.87
36cc71a6f9,60aefb3512,563.22,6.26
36cc71a6f9,34ad001b2f,606.93,6.74
