id_node1,id_node2,distance_km,time_h
99ea1a2ebf,33e177c42e,79.56,0.88
99ea1a2ebf,ad71836e91,270.9,3.01
99ea1a2ebf,a6c2fe526b,234.19,2.6
99ea1a2ebf,1dfb6be4dc,240.37,2.67
99ea1a2ebf,a43706005a,35.27,0.39
99ea1a2ebf,b0ab1673fb,211.41,2.35
99ea1a2ebf,b82e1d1c74,44.34,0.49
99ea1a2ebf,b2de859bf8,276.82,3.08
99ea1a2ebf,f183432985,170.87,1.9
99ea1a2ebf,c6f610746c,134.91,1.5
99ea1a2ebf,167d5c6c7b,120.26,1.34
99ea1a2ebf,85c935495a,315.24,3.5
99ea1a2ebf,6d722d410f,221.92,2.47
99ea1a2ebf,5f0ac761d4,495.42,5.5
99ea1a2ebf,cfdd95192d,372.31,4.14
99ea1a2ebf,79ada411eb,313.12,3.48
99ea1a2ebf,9f5acb8ed6,354.39,3.94
99ea1a2ebf,e86d450d76,783.33,8.7
99ea1a2ebf,1a1043fa41,85.67,0.95
99ea1a2ebf,3954004707,169.79,1.89
99ea1a2ebf,c83d9fa7a3,338.8,3.76
99ea1a2ebf,e88a15fc13,435.14,4.83
99ea1a2ebf,0ecd8c5a61,226.73,2.52
99ea1a2ebf,c23d6b7fb2,75.6,0.84
99ea1a2ebf,1abd0377b2,55.08,0.61
99ea1a2ebf,86907304fb,206.29,2.29
99ea1a2ebf,f15c148a6b,224.06,2.49
99ea1a2ebf,d172433026,228.92,2.54
99ea1a2ebf,01bb856af9,181.01,2.01
99ea1a2ebf,6871679ae5,30.76,0.34
99ea1a2ebf,1c365b01df,334.1,3.71
99ea1a2ebf,c7a41cfefd,127.56,1.42
99ea1a2ebf,bad0c64c7d,350.12,3.89
99ea1a2ebf,10c1a3432c,34.8,0.39
99ea1a2ebf,17cefebfdc,683.58,7.6
99ea1a2ebf,8a766e4a89,194.27,2.16
99ea1a2ebf,e5592a2a36,442.19,4.91
99ea1a2ebf,7426b293df,212.28,2.36
99ea1a2ebf,c9eed4dd25,228.34,2.54
99ea1a2ebf,de0c1f40b4,191.91,2.13
99ea1a2ebf,99f5c51525,88.7,0.99
99ea1a2ebf,ac30530da1,108.97,1.21
99ea1a2ebf,7b0b944330,197.02,2.19
99ea1a2ebf,323857f277,72.76,0.81
99ea1a2ebf,4fc75cc1b8,340.99,3.79
99ea1a2ebf,918139003b,221.31,2.46
99ea1a2ebf,dee3d2e10f,1898.02,21.09
99ea1a2ebf,5758fc58f5,47.51,0.53
99ea1a2ebf,6cad90dae0,162.89,1.81
99ea1a2ebf,2a7f397c3e,160.08,1.78
99ea1a2ebf,ce95e5b722,115.17,1.28
99ea1a2ebf,2fd98aad68,469.29,5.21
99ea1a2ebf,951362d212,129.57,1.44
99ea1a2ebf,ff99d64e7c,223.14,2.48
99ea1a2ebf,13ffc02990,216.63,2.41
99ea1a2ebf,166438f590,220.17,2.45
99ea1a2ebf,99e076ff71,60.07,0.67
99ea1a2ebf,9658cb58c7,186.21,2.07
99ea1a2ebf,0dde5e2a00,163.57,1.82
